state_ab,county,tvdma
MS,COAHOMA,"Memphis, TN - AR- MS - MO DMA"
MS,COPIAH,"Jackson, MS DMA"
MS,COVINGTON,"Hattiesburg - Laurel, MS DMA"
MS,DE SOTO,"Memphis, TN - AR- MS - MO DMA"
MS,FORREST,"Hattiesburg - Laurel, MS DMA"
MS,FRANKLIN,"Jackson, MS DMA"
MS,GEORGE,"Biloxi - Gulfport, MS DMA"
MS,GREENE,"Mobile, AL - Pensacola, FL - MS DMA"
MS,GRENADA,"Greenwood - Greenville, MS DMA"
MS,HANCOCK,"New Orleans, LA - MS DMA"
MS,HARRISON,"Biloxi - Gulfport, MS DMA"
MS,HINDS,"Jackson, MS DMA"
MS,HOLMES,"Jackson, MS DMA"
MS,HUMPHREYS,"Jackson, MS DMA"
MS,ISSAQUENA,"Jackson, MS DMA"
MS,ITAWAMBA,"Columbus - Tupelo - West Point, MS - AL DMA"
MS,JACKSON,"Biloxi - Gulfport, MS DMA"
MS,JASPER,"Hattiesburg - Laurel, MS DMA"
MS,JEFFERSON,"Jackson, MS DMA"
MS,JEFFERSON DAVIS,"Jackson, MS DMA"
MS,JONES,"Hattiesburg - Laurel, MS DMA"
MS,KEMPER,"Meridian, MS - AL DMA"
MS,LAFAYETTE,"Memphis, TN - AR- MS - MO DMA"
MS,LAMAR,"Hattiesburg - Laurel, MS DMA"
MS,LAUDERDALE,"Meridian, MS - AL DMA"
MS,LAWRENCE,"Jackson, MS DMA"
MS,LEAKE,"Jackson, MS DMA"
MS,LEE,"Columbus - Tupelo - West Point, MS - AL DMA"
MS,LEFLORE,"Greenwood - Greenville, MS DMA"
MS,LINCOLN,"Jackson, MS DMA"
MS,LOWNDES,"Columbus - Tupelo - West Point, MS - AL DMA"
MS,MADISON,"Jackson, MS DMA"
MS,MARION,"Hattiesburg - Laurel, MS DMA"
MS,MARSHALL,"Memphis, TN - AR- MS - MO DMA"
MS,MONROE,"Columbus - Tupelo - West Point, MS - AL DMA"
MS,MONTGOMERY,"Columbus - Tupelo - West Point, MS - AL DMA"
MS,NESHOBA,"Meridian, MS - AL DMA"
MS,NEWTON,"Meridian, MS - AL DMA"
MS,NOXUBEE,"Columbus - Tupelo - West Point, MS - AL DMA"
MS,OKTIBBEHA,"Columbus - Tupelo - West Point, MS - AL DMA"
MS,PANOLA,"Memphis, TN - AR- MS - MO DMA"
MS,PEARL RIVER,"New Orleans, LA - MS DMA"
MS,PERRY,"Hattiesburg - Laurel, MS DMA"
MS,PIKE,"Jackson, MS DMA"
MS,PONTOTOC,"Columbus - Tupelo - West Point, MS - AL DMA"
MS,PRENTISS,"Columbus - Tupelo - West Point, MS - AL DMA"
MS,QUITMAN,"Memphis, TN - AR- MS - MO DMA"
MS,RANKIN,"Jackson, MS DMA"
MS,SCOTT,"Jackson, MS DMA"
MS,SHARKEY,"Jackson, MS DMA"
MS,SIMPSON,"Jackson, MS DMA"
MS,SMITH,"Jackson, MS DMA"
MS,STONE,"Biloxi - Gulfport, MS DMA"
MS,SUNFLOWER,"Greenwood - Greenville, MS DMA"
MS,TALLAHATCHIE,"Greenwood - Greenville, MS DMA"
MS,TATE,"Memphis, TN - AR- MS - MO DMA"
MS,TIPPAH,"Memphis, TN - AR- MS - MO DMA"
MS,TISHOMINGO,"Columbus - Tupelo - West Point, MS - AL DMA"
MS,TUNICA,"Memphis, TN - AR- MS - MO DMA"
MS,UNION,"Columbus - Tupelo - West Point, MS - AL DMA"
MS,WALTHALL,"Jackson, MS DMA"
MS,WARREN,"Jackson, MS DMA"
MS,WASHINGTON,"Greenwood - Greenville, MS DMA"
MS,WAYNE,"Hattiesburg - Laurel, MS DMA"
MS,WEBSTER,"Columbus - Tupelo - West Point, MS - AL DMA"
MS,WILKINSON,"Baton Rouge, LA - MS DMA"
MS,WINSTON,"Columbus - Tupelo - West Point, MS - AL DMA"
MS,YALOBUSHA,"Columbus - Tupelo - West Point, MS - AL DMA"
MS,YAZOO,"Jackson, MS DMA"
MO,ADAIR,"Ottumwa - Kirksville, IA - MO DMA"
MO,ANDREW,"St. Joseph, MO - KS DMA"
MO,ATCHISON,"Omaha, NE - IA - MO DMA"
MO,AUDRAIN,"Columbia - Jefferson City, MO DMA"
MO,BARRY,"Springfield, MO - AR DMA"
MO,BARTON,"Joplin - Pittsburg, MO - KS - OK DMA"
MO,BATES,"Kansas City, MO - KS DMA"
MO,BENTON,"Springfield, MO - AR DMA"
MO,BOLLINGER,"Paducah - Cape Giradeau - Harrisburg, KY - IL - MO - TN DMA"
MO,BOONE,"Columbia - Jefferson City, MO DMA"
MO,BUCHANAN,"St. Joseph, MO - KS DMA"
MO,BUTLER,"Paducah - Cape Giradeau - Harrisburg, KY - IL - MO - TN DMA"
MO,CALDWELL,"Kansas City, MO - KS DMA"
MO,CALLAWAY,"Columbia - Jefferson City, MO DMA"
MO,CAMDEN,"Springfield, MO - AR DMA"
MO,CAPE GIRARDEAU,"Paducah - Cape Giradeau - Harrisburg, KY - IL - MO - TN DMA"
MO,CARROLL,"Kansas City, MO - KS DMA"
MO,CARTER,"Paducah - Cape Giradeau - Harrisburg, KY - IL - MO - TN DMA"
MO,CASS,"Kansas City, MO - KS DMA"
MO,CEDAR,"Springfield, MO - AR DMA"
MO,CHARITON,"Columbia - Jefferson City, MO DMA"
MO,CHRISTIAN,"Springfield, MO - AR DMA"
MO,CLARK,"Quincy - Hannibal - Keokuk, MO - IL - IA DMA"
MO,CLAY,"Kansas City, MO - KS DMA"
MO,CLINTON,"Kansas City, MO - KS DMA"
MO,COLE,"Columbia - Jefferson City, MO DMA"
MO,COOPER,"Columbia - Jefferson City, MO DMA"
MO,CRAWFORD,"St. Louis, MO - IL DMA"
MO,DADE,"Springfield, MO - AR DMA"
MO,DALLAS,"Springfield, MO - AR DMA"
MO,DAVIESS,"Kansas City, MO - KS DMA"
MO,DE KALB,"St. Joseph, MO - KS DMA"
MO,DENT,"Springfield, MO - AR DMA"
MO,DOUGLAS,"Springfield, MO - AR DMA"
MO,DUNKLIN,"Paducah - Cape Giradeau - Harrisburg, KY - IL - MO - TN DMA"
MO,FRANKLIN,"St. Louis, MO - IL DMA"
MO,GASCONADE,"St. Louis, MO - IL DMA"
MO,GENTRY,"Kansas City, MO - KS DMA"
MO,GREENE,"Springfield, MO - AR DMA"
MO,GRUNDY,"Kansas City, MO - KS DMA"
MO,HARRISON,"Kansas City, MO - KS DMA"
MO,HENRY,"Kansas City, MO - KS DMA"
MO,HICKORY,"Springfield, MO - AR DMA"
MO,HOLT,"St. Joseph, MO - KS DMA"
MO,HOWARD,"Columbia - Jefferson City, MO DMA"
MO,HOWELL,"Springfield, MO - AR DMA"
MO,IRON,"St. Louis, MO - IL DMA"
MO,JACKSON,"Kansas City, MO - KS DMA"
MO,JASPER,"Joplin - Pittsburg, MO - KS - OK DMA"
MO,JEFFERSON,"St. Louis, MO - IL DMA"
MO,JOHNSON,"Kansas City, MO - KS DMA"
MO,KNOX,"Quincy - Hannibal - Keokuk, MO - IL - IA DMA"
MO,LACLEDE,"Springfield, MO - AR DMA"
MO,LAFAYETTE,"Kansas City, MO - KS DMA"
MO,LAWRENCE,"Springfield, MO - AR DMA"
MO,LEWIS,"Quincy - Hannibal - Keokuk, MO - IL - IA DMA"
MO,LINCOLN,"St. Louis, MO - IL DMA"
MO,LINN,"Kansas City, MO - KS DMA"
MO,LIVINGSTON,"Kansas City, MO - KS DMA"
MO,MCDONALD,"Joplin - Pittsburg, MO - KS - OK DMA"
MO,MACON,"Ottumwa - Kirksville, IA - MO DMA"
MO,MADISON,"Paducah - Cape Giradeau - Harrisburg, KY - IL - MO - TN DMA"
MO,MARIES,"Columbia - Jefferson City, MO DMA"
MO,MARION,"Quincy - Hannibal - Keokuk, MO - IL - IA DMA"
MO,MERCER,"Des Moines - Ames, IA - MO DMA"
MO,MILLER,"Columbia - Jefferson City, MO DMA"
MO,MISSISSIPPI,"Paducah - Cape Giradeau - Harrisburg, KY - IL - MO - TN DMA"
MO,MONITEAU,"Columbia - Jefferson City, MO DMA"
MO,MONROE,"Quincy - Hannibal - Keokuk, MO - IL - IA DMA"
MO,MONTGOMERY,"Columbia - Jefferson City, MO DMA"
MO,MORGAN,"Columbia - Jefferson City, MO DMA"
MO,NEW MADRID,"Paducah - Cape Giradeau - Harrisburg, KY - IL - MO - TN DMA"
MO,NEWTON,"Joplin - Pittsburg, MO - KS - OK DMA"
MO,NODAWAY,"St. Joseph, MO - KS DMA"
MO,OREGON,"Springfield, MO - AR DMA"
MO,OSAGE,"Columbia - Jefferson City, MO DMA"
MO,OZARK,"Springfield, MO - AR DMA"
MO,PEMISCOT,"Memphis, TN - AR- MS - MO DMA"
MO,PERRY,"Paducah - Cape Giradeau - Harrisburg, KY - IL - MO - TN DMA"
MO,PETTIS,"Kansas City, MO - KS DMA"
MO,PHELPS,"Springfield, MO - AR DMA"
MO,PIKE,"St. Louis, MO - IL DMA"
MO,PLATTE,"Kansas City, MO - KS DMA"
MO,POLK,"Springfield, MO - AR DMA"
MO,PULASKI,"Springfield, MO - AR DMA"
MO,PUTNAM,"Ottumwa - Kirksville, IA - MO DMA"
MO,RALLS,"Quincy - Hannibal - Keokuk, MO - IL - IA DMA"
MO,RANDOLPH,"Columbia - Jefferson City, MO DMA"
MO,RAY,"Kansas City, MO - KS DMA"
MO,REYNOLDS,"Paducah - Cape Giradeau - Harrisburg, KY - IL - MO - TN DMA"
MO,RIPLEY,"Paducah - Cape Giradeau - Harrisburg, KY - IL - MO - TN DMA"
MO,ST CHARLES,"St. Louis, MO - IL DMA"
MO,ST CLAIR,"Springfield, MO - AR DMA"
MO,STE GENEVIEVE,"St. Louis, MO - IL DMA"
MO,ST FRANCOIS,"St. Louis, MO - IL DMA"
MO,ST LOUIS,"St. Louis, MO - IL DMA"
MO,SALINE,"Kansas City, MO - KS DMA"
MO,SCHUYLER,"Ottumwa - Kirksville, IA - MO DMA"
MO,SCOTLAND,"Quincy - Hannibal - Keokuk, MO - IL - IA DMA"
MO,SCOTT,"Paducah - Cape Giradeau - Harrisburg, KY - IL - MO - TN DMA"
MO,SHANNON,"Springfield, MO - AR DMA"
MO,SHELBY,"Quincy - Hannibal - Keokuk, MO - IL - IA DMA"
MO,STODDARD,"Paducah - Cape Giradeau - Harrisburg, KY - IL - MO - TN DMA"
MO,STONE,"Springfield, MO - AR DMA"
MO,SULLIVAN,"Ottumwa - Kirksville, IA - MO DMA"
MO,TANEY,"Springfield, MO - AR DMA"
MO,TEXAS,"Springfield, MO - AR DMA"
MO,VERNON,"Joplin - Pittsburg, MO - KS - OK DMA"
MO,WARREN,"St. Louis, MO - IL DMA"
MO,WASHINGTON,"St. Louis, MO - IL DMA"
MO,WAYNE,"Paducah - Cape Giradeau - Harrisburg, KY - IL - MO - TN DMA"
MO,WEBSTER,"Springfield, MO - AR DMA"
MO,WORTH,"St. Joseph, MO - KS DMA"
MO,WRIGHT,"Springfield, MO - AR DMA"
MO,ST LOUIS CITY,"St. Louis, MO - IL DMA"
MT,BEAVERHEAD,"Butte - Bozeman, MT DMA"
MT,BIG HORN,"Billings, MT - ID DMA"
MT,BLAINE,"Great Falls, MT DMA"
MT,BROADWATER,"Butte - Bozeman, MT DMA"
MT,CARBON,"Billings, MT - ID DMA"
MT,CARTER,"Rapid City, SD - MT - NE - WY DMA"
MT,CASCADE,"Great Falls, MT DMA"
MT,CHOUTEAU,"Great Falls, MT DMA"
MT,CUSTER,"Billings, MT - ID DMA"
MT,DANIELS,"Minot - Bismarck - Dickinson, ND - MT - SD DMA"
MT,DAWSON,"Glendive, MT DMA"
MT,DEER LODGE,"Butte - Bozeman, MT DMA"
MT,FALLON,"Glendive, MT DMA"
MT,FERGUS,"Great Falls, MT DMA"
MT,FLATHEAD,"Missoula, MT DMA"
MT,GALLATIN,"Butte - Bozeman, MT DMA"
MT,GARFIELD,"Billings, MT - ID DMA"
MT,GLACIER,"Great Falls, MT DMA"
MT,GOLDEN VALLEY,"Billings, MT - ID DMA"
MT,GRANITE,"Missoula, MT DMA"
MT,HILL,"Great Falls, MT DMA"
MT,JEFFERSON,"Butte - Bozeman, MT DMA"
MT,JUDITH BASIN,"Great Falls, MT DMA"
MT,LAKE,"Missoula, MT DMA"
MT,LEWIS AND CLARK,"Helena, MT DMA"
MT,LIBERTY,"Great Falls, MT DMA"
MT,LINCOLN,"Spokane, WA - ID - MT - OR DMA"
MT,MCCONE,"Minot - Bismarck - Dickinson, ND - MT - SD DMA"
MT,MADISON,"Butte - Bozeman, MT DMA"
MT,MEAGHER,"Billings, MT - ID DMA"
MT,MINERAL,"Missoula, MT DMA"
MT,MISSOULA,"Missoula, MT DMA"
MT,MUSSELSHELL,"Billings, MT - ID DMA"
MT,PARK,"Billings, MT - ID DMA"
MT,PETROLEUM,"Billings, MT - ID DMA"
MT,PHILLIPS,"Great Falls, MT DMA"
MT,PONDERA,"Great Falls, MT DMA"
MT,POWDER RIVER,"Billings, MT - ID DMA"
MT,POWELL,"Butte - Bozeman, MT DMA"
MT,PRAIRIE,"Glendive, MT DMA"
MT,RAVALLI,"Missoula, MT DMA"
MT,RICHLAND,"Minot - Bismarck - Dickinson, ND - MT - SD DMA"
MT,ROOSEVELT,"Minot - Bismarck - Dickinson, ND - MT - SD DMA"
MT,ROSEBUD,"Billings, MT - ID DMA"
MT,SANDERS,"Missoula, MT DMA"
MT,SHERIDAN,"Minot - Bismarck - Dickinson, ND - MT - SD DMA"
MT,SILVER BOW,"Butte - Bozeman, MT DMA"
MT,STILLWATER,"Billings, MT - ID DMA"
MT,SWEET GRASS,"Billings, MT - ID DMA"
MT,TETON,"Great Falls, MT DMA"
MT,TOOLE,"Great Falls, MT DMA"
MT,TREASURE,"Billings, MT - ID DMA"
MT,VALLEY,"Great Falls, MT DMA"
MT,WHEATLAND,"Billings, MT - ID DMA"
MT,WIBAUX,"Minot - Bismarck - Dickinson, ND - MT - SD DMA"
MT,YELLOWSTONE,"Billings, MT - ID DMA"
NE,ADAMS,"Lincoln & Hastings - Kearney Plus, NE - KS DMA"
NE,ANTELOPE,"Lincoln & Hastings - Kearney Plus, NE - KS DMA"
NE,ARTHUR,"North Platte, NE DMA"
NE,BANNER,"Rapid City, SD - MT - NE - WY DMA"
NE,BLAINE,"North Platte, NE DMA"
NE,BOONE,"Lincoln & Hastings - Kearney Plus, NE - KS DMA"
NE,BOX BUTTE,"Denver, CO - NE - NV - WY DMA"
NE,BOYD,"Lincoln & Hastings - Kearney Plus, NE - KS DMA"
NE,BROWN,"Lincoln & Hastings - Kearney Plus, NE - KS DMA"
NE,BUFFALO,"Lincoln & Hastings - Kearney Plus, NE - KS DMA"
NE,BURT,"Omaha, NE - IA - MO DMA"
NE,BUTLER,"Omaha, NE - IA - MO DMA"
NE,CASS,"Omaha, NE - IA - MO DMA"
NE,CEDAR,"Sioux City, IA - NE - SD DMA"
NE,CHASE,"Lincoln & Hastings - Kearney Plus, NE - KS DMA"
NE,CHERRY,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
NE,CHEYENNE,"Denver, CO - NE - NV - WY DMA"
NE,CLAY,"Lincoln & Hastings - Kearney Plus, NE - KS DMA"
NE,COLFAX,"Omaha, NE - IA - MO DMA"
NE,CUMING,"Omaha, NE - IA - MO DMA"
NE,CUSTER,"Lincoln & Hastings - Kearney Plus, NE - KS DMA"
NE,DAKOTA,"Sioux City, IA - NE - SD DMA"
NE,DAWES,"Denver, CO - NE - NV - WY DMA"
NE,DAWSON,"Lincoln & Hastings - Kearney Plus, NE - KS DMA"
NE,DEUEL,"Denver, CO - NE - NV - WY DMA"
NE,DIXON,"Sioux City, IA - NE - SD DMA"
NE,DODGE,"Omaha, NE - IA - MO DMA"
NE,DOUGLAS,"Omaha, NE - IA - MO DMA"
NE,DUNDY,"Wichita - Hutchinson Plus, KS - NE DMA"
NE,FILLMORE,"Lincoln & Hastings - Kearney Plus, NE - KS DMA"
NE,FRANKLIN,"Lincoln & Hastings - Kearney Plus, NE - KS DMA"
NE,FRONTIER,"Lincoln & Hastings - Kearney Plus, NE - KS DMA"
NE,FURNAS,"Lincoln & Hastings - Kearney Plus, NE - KS DMA"
NE,GAGE,"Lincoln & Hastings - Kearney Plus, NE - KS DMA"
NE,GARDEN,"Denver, CO - NE - NV - WY DMA"
NE,GARFIELD,"Lincoln & Hastings - Kearney Plus, NE - KS DMA"
NE,GOSPER,"Lincoln & Hastings - Kearney Plus, NE - KS DMA"
NE,GRANT,"Rapid City, SD - MT - NE - WY DMA"
NE,GREELEY,"Lincoln & Hastings - Kearney Plus, NE - KS DMA"
NE,HALL,"Lincoln & Hastings - Kearney Plus, NE - KS DMA"
NE,HAMILTON,"Lincoln & Hastings - Kearney Plus, NE - KS DMA"
NE,HARLAN,"Lincoln & Hastings - Kearney Plus, NE - KS DMA"
NE,HAYES,"Lincoln & Hastings - Kearney Plus, NE - KS DMA"
NE,HITCHCOCK,"Lincoln & Hastings - Kearney Plus, NE - KS DMA"
NE,HOLT,"Lincoln & Hastings - Kearney Plus, NE - KS DMA"
NE,HOOKER,"North Platte, NE DMA"
NE,HOWARD,"Lincoln & Hastings - Kearney Plus, NE - KS DMA"
NE,JEFFERSON,"Lincoln & Hastings - Kearney Plus, NE - KS DMA"
NE,JOHNSON,"Omaha, NE - IA - MO DMA"
NE,KEARNEY,"Lincoln & Hastings - Kearney Plus, NE - KS DMA"
NE,KEITH,"Denver, CO - NE - NV - WY DMA"
NE,KEYA PAHA,"Lincoln & Hastings - Kearney Plus, NE - KS DMA"
NE,KIMBALL,"Denver, CO - NE - NV - WY DMA"
NE,KNOX,"Sioux City, IA - NE - SD DMA"
NE,LANCASTER,"Lincoln & Hastings - Kearney Plus, NE - KS DMA"
NE,LINCOLN,"North Platte, NE DMA"
NE,LOGAN,"North Platte, NE DMA"
NE,LOUP,"Lincoln & Hastings - Kearney Plus, NE - KS DMA"
NE,MCPHERSON,"North Platte, NE DMA"
NE,MADISON,"Sioux City, IA - NE - SD DMA"
NE,MERRICK,"Lincoln & Hastings - Kearney Plus, NE - KS DMA"
NE,MORRILL,"Rapid City, SD - MT - NE - WY DMA"
NE,NANCE,"Lincoln & Hastings - Kearney Plus, NE - KS DMA"
NE,NEMAHA,"Omaha, NE - IA - MO DMA"
NE,NUCKOLLS,"Lincoln & Hastings - Kearney Plus, NE - KS DMA"
NE,OTOE,"Omaha, NE - IA - MO DMA"
NE,PAWNEE,"Omaha, NE - IA - MO DMA"
NE,PERKINS,"Lincoln & Hastings - Kearney Plus, NE - KS DMA"
NE,PHELPS,"Lincoln & Hastings - Kearney Plus, NE - KS DMA"
NE,PIERCE,"Sioux City, IA - NE - SD DMA"
NE,PLATTE,"Omaha, NE - IA - MO DMA"
NE,POLK,"Lincoln & Hastings - Kearney Plus, NE - KS DMA"
NE,RED WILLOW,"Lincoln & Hastings - Kearney Plus, NE - KS DMA"
NE,RICHARDSON,"Omaha, NE - IA - MO DMA"
NE,ROCK,"Lincoln & Hastings - Kearney Plus, NE - KS DMA"
NE,SALINE,"Lincoln & Hastings - Kearney Plus, NE - KS DMA"
NE,SARPY,"Omaha, NE - IA - MO DMA"
NE,SAUNDERS,"Omaha, NE - IA - MO DMA"
NE,SCOTTS BLUFF,"Cheyenne - Scottsbluff - Sterling, WY - NE DMA"
NE,SEWARD,"Lincoln & Hastings - Kearney Plus, NE - KS DMA"
NE,SHERIDAN,"Rapid City, SD - MT - NE - WY DMA"
NE,SHERMAN,"Lincoln & Hastings - Kearney Plus, NE - KS DMA"
NE,SIOUX,"Rapid City, SD - MT - NE - WY DMA"
NE,STANTON,"Sioux City, IA - NE - SD DMA"
NE,THAYER,"Lincoln & Hastings - Kearney Plus, NE - KS DMA"
NE,THOMAS,"North Platte, NE DMA"
NE,THURSTON,"Sioux City, IA - NE - SD DMA"
NE,VALLEY,"Lincoln & Hastings - Kearney Plus, NE - KS DMA"
NE,WASHINGTON,"Omaha, NE - IA - MO DMA"
NE,WAYNE,"Sioux City, IA - NE - SD DMA"
NE,WEBSTER,"Lincoln & Hastings - Kearney Plus, NE - KS DMA"
NE,WHEELER,"Lincoln & Hastings - Kearney Plus, NE - KS DMA"
NE,YORK,"Lincoln & Hastings - Kearney Plus, NE - KS DMA"
NV,CHURCHILL,"Reno, NV - CA DMA"
NV,CLARK,"Las Vegas, NV DMA"
NV,DOUGLAS,"Reno, NV - CA DMA"
NV,ELKO,"Salt Lake City, UT - ID - WY DMA"
NV,ESMERALDA,"Reno, NV - CA DMA"
NV,EUREKA,"Denver, CO - NE - NV - WY DMA"
NV,HUMBOLDT,"Reno, NV - CA DMA"
NV,LANDER,"Reno, NV - CA DMA"
NV,LINCOLN,"Las Vegas, NV DMA"
NV,LYON,"Reno, NV - CA DMA"
NV,MINERAL,"Reno, NV - CA DMA"
NV,NYE,"Las Vegas, NV DMA"
NV,PERSHING,"Reno, NV - CA DMA"
NV,STOREY,"Reno, NV - CA DMA"
NV,WASHOE,"Reno, NV - CA DMA"
NV,WHITE PINE,"Salt Lake City, UT - ID - WY DMA"
NV,CARSON CITY,"Reno, NV - CA DMA"
NH,BELKNAP,"Boston, MA - NH DMA"
NH,CARROLL,"Portland - Auburn, ME - NH - VT DMA"
NH,CHESHIRE,"Boston, MA - NH DMA"
NH,COOS,"Portland - Auburn, ME - NH - VT DMA"
NH,GRAFTON,"Burlington, VT - Plattsburgh, NY DMA"
NH,HILLSBOROUGH,"Boston, MA - NH DMA"
NH,MERRIMACK,"Boston, MA - NH DMA"
NH,ROCKINGHAM,"Boston, MA - NH DMA"
NH,STRAFFORD,"Boston, MA - NH DMA"
NH,SULLIVAN,"Burlington, VT - Plattsburgh, NY DMA"
NJ,ATLANTIC,"Philadelphia, PA - DE - NJ DMA"
NJ,BERGEN,"New York, NY - CT - NJ - PA DMA"
NJ,BURLINGTON,"Philadelphia, PA - DE - NJ DMA"
NJ,CAMDEN,"Philadelphia, PA - DE - NJ DMA"
NJ,CAPE MAY,"Philadelphia, PA - DE - NJ DMA"
NJ,CUMBERLAND,"Philadelphia, PA - DE - NJ DMA"
NJ,ESSEX,"New York, NY - CT - NJ - PA DMA"
NJ,GLOUCESTER,"Philadelphia, PA - DE - NJ DMA"
NJ,HUDSON,"New York, NY - CT - NJ - PA DMA"
NJ,HUNTERDON,"New York, NY - CT - NJ - PA DMA"
NJ,MERCER,"Philadelphia, PA - DE - NJ DMA"
NJ,MIDDLESEX,"New York, NY - CT - NJ - PA DMA"
NJ,MONMOUTH,"New York, NY - CT - NJ - PA DMA"
NJ,MORRIS,"New York, NY - CT - NJ - PA DMA"
NJ,OCEAN,"New York, NY - CT - NJ - PA DMA"
NJ,PASSAIC,"New York, NY - CT - NJ - PA DMA"
NJ,SALEM,"Philadelphia, PA - DE - NJ DMA"
NJ,SOMERSET,"New York, NY - CT - NJ - PA DMA"
NJ,SUSSEX,"New York, NY - CT - NJ - PA DMA"
NJ,UNION,"New York, NY - CT - NJ - PA DMA"
NJ,WARREN,"New York, NY - CT - NJ - PA DMA"
NM,BERNALILLO,"Albuquerque - Santa Fe, NM - AZ - CO DMA"
NM,CATRON,"Albuquerque - Santa Fe, NM - AZ - CO DMA"
NM,CHAVES,"Albuquerque - Santa Fe, NM - AZ - CO DMA"
NM,CIBOLA,"Albuquerque - Santa Fe, NM - AZ - CO DMA"
NM,COLFAX,"Albuquerque - Santa Fe, NM - AZ - CO DMA"
NM,CURRY,"Amarillo, TX -NM - OK DMA"
NM,DE BACA,"Albuquerque - Santa Fe, NM - AZ - CO DMA"
NM,DONA ANA,"El Paso, TX - NM DMA"
NM,EDDY,"Albuquerque - Santa Fe, NM - AZ - CO DMA"
NM,GRANT,"Albuquerque - Santa Fe, NM - AZ - CO DMA"
NM,GUADALUPE,"Albuquerque - Santa Fe, NM - AZ - CO DMA"
NM,HARDING,"Albuquerque - Santa Fe, NM - AZ - CO DMA"
NM,HIDALGO,"Albuquerque - Santa Fe, NM - AZ - CO DMA"
NM,LEA,"Albuquerque - Santa Fe, NM - AZ - CO DMA"
NM,LINCOLN,"Albuquerque - Santa Fe, NM - AZ - CO DMA"
NM,LOS ALAMOS,"Albuquerque - Santa Fe, NM - AZ - CO DMA"
NM,LUNA,"Albuquerque - Santa Fe, NM - AZ - CO DMA"
NM,MCKINLEY,"Albuquerque - Santa Fe, NM - AZ - CO DMA"
NM,MORA,"Albuquerque - Santa Fe, NM - AZ - CO DMA"
NM,OTERO,"Albuquerque - Santa Fe, NM - AZ - CO DMA"
NM,QUAY,"Amarillo, TX -NM - OK DMA"
NM,RIO ARRIBA,"Albuquerque - Santa Fe, NM - AZ - CO DMA"
NM,ROOSEVELT,"Amarillo, TX -NM - OK DMA"
NM,SANDOVAL,"Albuquerque - Santa Fe, NM - AZ - CO DMA"
NM,SAN JUAN,"Albuquerque - Santa Fe, NM - AZ - CO DMA"
NM,SAN MIGUEL,"Albuquerque - Santa Fe, NM - AZ - CO DMA"
NM,SANTA FE,"Albuquerque - Santa Fe, NM - AZ - CO DMA"
NM,SIERRA,"Albuquerque - Santa Fe, NM - AZ - CO DMA"
NM,SOCORRO,"Albuquerque - Santa Fe, NM - AZ - CO DMA"
NM,TAOS,"Albuquerque - Santa Fe, NM - AZ - CO DMA"
NM,TORRANCE,"Albuquerque - Santa Fe, NM - AZ - CO DMA"
NM,UNION,"Amarillo, TX -NM - OK DMA"
NM,VALENCIA,"Albuquerque - Santa Fe, NM - AZ - CO DMA"
NY,ALBANY,"Albany - Schenectady - Troy, NY - MA - VT DMA"
NY,ALLEGANY,"Buffalo, NY - PA DMA"
NY,BRONX,"New York, NY - CT - NJ - PA DMA"
NY,BROOME,"Binghamton, NY DMA"
NY,CATTARAUGUS,"Buffalo, NY - PA DMA"
NY,CAYUGA,"Syracuse, NY DMA*"
NY,CHAUTAUQUA,"Buffalo, NY - PA DMA"
NY,CHEMUNG,"Elmira, NY - PA DMA"
NY,CHENANGO,"Binghamton, NY DMA"
NY,CLINTON,"Burlington, VT - Plattsburgh, NY DMA"
NY,COLUMBIA,"Albany - Schenectady - Troy, NY - MA - VT DMA"
NY,CORTLAND,"Syracuse, NY DMA*"
NY,DELAWARE,"Binghamton, NY DMA"
NY,DUTCHESS,"New York, NY - CT - NJ - PA DMA"
NY,ERIE,"Buffalo, NY - PA DMA"
NY,ESSEX,"Burlington, VT - Plattsburgh, NY DMA"
NY,FRANKLIN,"Burlington, VT - Plattsburgh, NY DMA"
NY,FULTON,"Albany - Schenectady - Troy, NY - MA - VT DMA"
NY,GENESEE,"Buffalo, NY - PA DMA"
NY,GREENE,"Albany - Schenectady - Troy, NY - MA - VT DMA"
NY,HAMILTON,"Albany - Schenectady - Troy, NY - MA - VT DMA"
NY,HERKIMER,"Utica, NY DMA*"
NY,JEFFERSON,"Watertown, NY DMA"
NY,KINGS,"New York, NY - CT - NJ - PA DMA"
NY,LEWIS,"Watertown, NY DMA"
NY,LIVINGSTON,"Rochester, NY DMA"
NY,MADISON,"Syracuse, NY DMA*"
NY,MONROE,"Rochester, NY DMA"
NY,MONTGOMERY,"Albany - Schenectady - Troy, NY - MA - VT DMA"
NY,NASSAU,"New York, NY - CT - NJ - PA DMA"
NY,NEW YORK,"New York, NY - CT - NJ - PA DMA"
NY,NIAGARA,"Buffalo, NY - PA DMA"
NY,ONEIDA,"Utica, NY DMA*"
NY,ONONDAGA,"Syracuse, NY DMA*"
NY,ONTARIO,"Rochester, NY DMA"
NY,ORANGE,"New York, NY - CT - NJ - PA DMA"
NY,ORLEANS,"Buffalo, NY - PA DMA"
NY,OSWEGO,"Syracuse, NY DMA*"
NY,OTSEGO,"Utica, NY DMA*"
NY,PUTNAM,"New York, NY - CT - NJ - PA DMA"
