state_ab,county,tvdma
SC,DILLON,"Florence - Myrtle Beach, SC - NC DMA"
SC,DORCHESTER,"Charleston, SC DMA"
SC,EDGEFIELD,"Augusta, GA - SC DMA"
SC,FAIRFIELD,"Columbia, SC DMA"
SC,FLORENCE,"Florence - Myrtle Beach, SC - NC DMA"
SC,GEORGETOWN,"Charleston, SC DMA"
SC,GREENVILLE,"Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA"
SC,GREENWOOD,"Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA"
SC,HAMPTON,"Savannah, GA - SC DMA"
SC,HORRY,"Florence - Myrtle Beach, SC - NC DMA"
SC,JASPER,"Savannah, GA - SC DMA"
SC,KERSHAW,"Columbia, SC DMA"
SC,LANCASTER,"Charlotte, NC - SC DMA"
SC,LAURENS,"Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA"
SC,LEE,"Columbia, SC DMA"
SC,LEXINGTON,"Columbia, SC DMA"
SC,MCCORMICK,"Augusta, GA - SC DMA"
SC,MARION,"Florence - Myrtle Beach, SC - NC DMA"
SC,MARLBORO,"Florence - Myrtle Beach, SC - NC DMA"
SC,NEWBERRY,"Columbia, SC DMA"
SC,OCONEE,"Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA"
SC,ORANGEBURG,"Columbia, SC DMA"
SC,PICKENS,"Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA"
SC,RICHLAND,"Columbia, SC DMA"
SC,SALUDA,"Augusta, GA - SC DMA"
SC,SPARTANBURG,"Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA"
SC,SUMTER,"Columbia, SC DMA"
SC,UNION,"Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA"
SC,WILLIAMSBURG,"Charleston, SC DMA"
SC,YORK,"Charlotte, NC - SC DMA"
SD,AURORA,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
SD,BEADLE,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
SD,BENNETT,"Rapid City, SD - MT - NE - WY DMA"
SD,BON HOMME,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
SD,BROOKINGS,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
SD,BROWN,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
SD,BRULE,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
SD,BUFFALO,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
SD,BUTTE,"Rapid City, SD - MT - NE - WY DMA"
SD,CAMPBELL,"Minot - Bismarck - Dickinson, ND - MT - SD DMA"
SD,CHARLES MIX,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
SD,CLARK,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
SD,CLAY,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
SD,CODINGTON,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
SD,CORSON,"Minot - Bismarck - Dickinson, ND - MT - SD DMA"
SD,CUSTER,"Rapid City, SD - MT - NE - WY DMA"
SD,DAVISON,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
SD,DAY,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
SD,DEUEL,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
SD,DEWEY,"Minot - Bismarck - Dickinson, ND - MT - SD DMA"
SD,DOUGLAS,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
SD,EDMUNDS,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
SD,FALL RIVER,"Rapid City, SD - MT - NE - WY DMA"
SD,FAULK,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
SD,GRANT,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
SD,GREGORY,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
SD,HAAKON,"Rapid City, SD - MT - NE - WY DMA"
SD,HAMLIN,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
SD,HAND,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
SD,HANSON,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
SD,HARDING,"Rapid City, SD - MT - NE - WY DMA"
SD,HUGHES,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
SD,HUTCHINSON,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
SD,HYDE,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
SD,JACKSON,"Rapid City, SD - MT - NE - WY DMA"
SD,JERAULD,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
SD,JONES,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
SD,KINGSBURY,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
SD,LAKE,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
SD,LAWRENCE,"Rapid City, SD - MT - NE - WY DMA"
SD,LINCOLN,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
SD,LYMAN,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
SD,MCCOOK,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
SD,MCPHERSON,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
SD,MARSHALL,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
SD,MEADE,"Rapid City, SD - MT - NE - WY DMA"
SD,MELLETTE,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
SD,MINER,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
SD,MINNEHAHA,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
SD,MOODY,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
SD,PENNINGTON,"Rapid City, SD - MT - NE - WY DMA"
SD,PERKINS,"Minot - Bismarck - Dickinson, ND - MT - SD DMA"
SD,POTTER,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
SD,ROBERTS,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
SD,SANBORN,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
SD,SHANNON,"Rapid City, SD - MT - NE - WY DMA"
SD,SPINK,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
SD,STANLEY,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
SD,SULLY,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
SD,TODD,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
SD,TRIPP,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
SD,TURNER,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
SD,UNION,"Sioux City, IA - NE - SD DMA"
SD,WALWORTH,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
SD,YANKTON,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
SD,ZIEBACH,"Rapid City, SD - MT - NE - WY DMA"
STATE_AB,COUNTY,TVDMA
STATE_AB,COUNTY,TVDMA
STATE_AB,COUNTY,TVDMA
STATE_AB,COUNTY,TVDMA
STATE_AB,COUNTY,TVDMA
STATE_AB,COUNTY,TVDMA
STATE_AB,COUNTY,TVDMA
STATE_AB,COUNTY,TVDMA
STATE_AB,COUNTY,TVDMA
TN,ANDERSON,"Knoxville, TN - KY DMA"
TN,BEDFORD,"Nashville, TN - KY DMA"
TN,BENTON,"Nashville, TN - KY DMA"
TN,BLEDSOE,"Chattanooga, TN - GA - NC DMA"
TN,BLOUNT,"Knoxville, TN - KY DMA"
TN,BRADLEY,"Chattanooga, TN - GA - NC DMA"
TN,CAMPBELL,"Knoxville, TN - KY DMA"
TN,CANNON,"Nashville, TN - KY DMA"
TN,CARROLL,"Jackson, TN DMA"
TN,CARTER,"Tri - Cities, TN - VA - KY DMA"
TN,CHEATHAM,"Nashville, TN - KY DMA"
TN,CHESTER,"Memphis, TN - AR- MS - MO DMA"
TN,CLAIBORNE,"Knoxville, TN - KY DMA"
TN,CLAY,"Nashville, TN - KY DMA"
TN,COCKE,"Knoxville, TN - KY DMA"
TN,COFFEE,"Nashville, TN - KY DMA"
TN,CROCKETT,"Memphis, TN - AR- MS - MO DMA"
TN,CUMBERLAND,"Knoxville, TN - KY DMA"
TN,DAVIDSON,"Nashville, TN - KY DMA"
TN,DECATUR,"Nashville, TN - KY DMA"
TN,DE KALB,"Nashville, TN - KY DMA"
TN,DICKSON,"Nashville, TN - KY DMA"
TN,DYER,"Memphis, TN - AR- MS - MO DMA"
TN,FAYETTE,"Memphis, TN - AR- MS - MO DMA"
TN,FENTRESS,"Knoxville, TN - KY DMA"
TN,FRANKLIN,"Nashville, TN - KY DMA"
TN,GIBSON,"Memphis, TN - AR- MS - MO DMA"
TN,GILES,"Nashville, TN - KY DMA"
TN,GRAINGER,"Knoxville, TN - KY DMA"
TN,GREENE,"Tri - Cities, TN - VA - KY DMA"
TN,GRUNDY,"Chattanooga, TN - GA - NC DMA"
TN,HAMBLEN,"Knoxville, TN - KY DMA"
TN,HAMILTON,"Chattanooga, TN - GA - NC DMA"
TN,HANCOCK,"Knoxville, TN - KY DMA"
TN,HARDEMAN,"Memphis, TN - AR- MS - MO DMA"
TN,HARDIN,"Jackson, TN DMA"
TN,HAWKINS,"Tri - Cities, TN - VA - KY DMA"
TN,HAYWOOD,"Memphis, TN - AR- MS - MO DMA"
TN,HENDERSON,"Jackson, TN DMA"
TN,HENRY,"Nashville, TN - KY DMA"
TN,HICKMAN,"Nashville, TN - KY DMA"
TN,HOUSTON,"Nashville, TN - KY DMA"
TN,HUMPHREYS,"Nashville, TN - KY DMA"
TN,JACKSON,"Nashville, TN - KY DMA"
TN,JEFFERSON,"Knoxville, TN - KY DMA"
TN,JOHNSON,"Tri - Cities, TN - VA - KY DMA"
TN,KNOX,"Knoxville, TN - KY DMA"
TN,LAKE,"Paducah - Cape Giradeau - Harrisburg, KY - IL - MO - TN DMA"
TN,LAUDERDALE,"Memphis, TN - AR- MS - MO DMA"
TN,LAWRENCE,"Nashville, TN - KY DMA"
TN,LEWIS,"Nashville, TN - KY DMA"
TN,LINCOLN,"Huntsville - Decatur - Florence, AL - TN DMA"
TN,LOUDON,"Knoxville, TN - KY DMA"
TN,MCMINN,"Chattanooga, TN - GA - NC DMA"
TN,MCNAIRY,"Memphis, TN - AR- MS - MO DMA"
TN,MACON,"Nashville, TN - KY DMA"
TN,MADISON,"Jackson, TN DMA"
TN,MARION,"Chattanooga, TN - GA - NC DMA"
TN,MARSHALL,"Nashville, TN - KY DMA"
TN,MAURY,"Nashville, TN - KY DMA"
TN,MEIGS,"Chattanooga, TN - GA - NC DMA"
TN,MONROE,"Knoxville, TN - KY DMA"
TN,MONTGOMERY,"Nashville, TN - KY DMA"
TN,MOORE,"Nashville, TN - KY DMA"
TN,MORGAN,"Knoxville, TN - KY DMA"
TN,OBION,"Paducah - Cape Giradeau - Harrisburg, KY - IL - MO - TN DMA"
TN,OVERTON,"Nashville, TN - KY DMA"
TN,PERRY,"Nashville, TN - KY DMA"
TN,PICKETT,"Nashville, TN - KY DMA"
TN,POLK,"Chattanooga, TN - GA - NC DMA"
TN,PUTNAM,"Nashville, TN - KY DMA"
TN,RHEA,"Chattanooga, TN - GA - NC DMA"
TN,ROANE,"Knoxville, TN - KY DMA"
TN,ROBERTSON,"Nashville, TN - KY DMA"
TN,RUTHERFORD,"Nashville, TN - KY DMA"
TN,SCOTT,"Knoxville, TN - KY DMA"
TN,SEQUATCHIE,"Chattanooga, TN - GA - NC DMA"
TN,SEVIER,"Knoxville, TN - KY DMA"
TN,SHELBY,"Memphis, TN - AR- MS - MO DMA"
TN,SMITH,"Nashville, TN - KY DMA"
TN,STEWART,"Nashville, TN - KY DMA"
TN,SULLIVAN,"Tri - Cities, TN - VA - KY DMA"
TN,SUMNER,"Nashville, TN - KY DMA"
TN,TIPTON,"Memphis, TN - AR- MS - MO DMA"
TN,TROUSDALE,"Nashville, TN - KY DMA"
TN,UNICOI,"Tri - Cities, TN - VA - KY DMA"
TN,UNION,"Knoxville, TN - KY DMA"
TN,VAN BUREN,"Nashville, TN - KY DMA"
TN,WARREN,"Nashville, TN - KY DMA"
TN,WASHINGTON,"Tri - Cities, TN - VA - KY DMA"
TN,WAYNE,"Huntsville - Decatur - Florence, AL - TN DMA"
TN,WEAKLEY,"Paducah - Cape Giradeau - Harrisburg, KY - IL - MO - TN DMA"
TN,WHITE,"Nashville, TN - KY DMA"
TN,WILLIAMSON,"Nashville, TN - KY DMA"
TN,WILSON,"Nashville, TN - KY DMA"
TX,ANDERSON,"Dallas - Ft. Worth, TX DMA"
TX,ANDREWS,"Odessa - Midland, TX DMA"
TX,ANGELINA,"Tyler - Longview (Lufkin&Nacogdoches), TX DMA"
TX,ARANSAS,"Corpus Christi, TX DMA"
TX,ARCHER,"Wichita Falls & Lawton, TX - OK DMA"
TX,ARMSTRONG,"Amarillo, TX -NM - OK DMA"
TX,ATASCOSA,"San Antonio, TX DMA"
TX,AUSTIN,"Houston, TX DMA"
TX,BAILEY,"Lubbock, TX DMA"
TX,BANDERA,"San Antonio, TX DMA"
TX,BASTROP,"Austin, TX DMA"
TX,BAYLOR,"Wichita Falls & Lawton, TX - OK DMA"
TX,BEE,"Corpus Christi, TX DMA"
TX,BELL,"Waco - Temple - Bryan, TX DMA"
TX,BEXAR,"San Antonio, TX DMA"
TX,BLANCO,"Austin, TX DMA"
TX,BORDEN,"Lubbock, TX DMA"
TX,BOSQUE,"Dallas - Ft. Worth, TX DMA"
TX,BOWIE,"Shreveport, LA - AR - OK - TX DMA"
TX,BRAZORIA,"Houston, TX DMA"
TX,BRAZOS,"Waco - Temple - Bryan, TX DMA"
TX,BREWSTER,"Odessa - Midland, TX DMA"
TX,BRISCOE,"Amarillo, TX -NM - OK DMA"
TX,BROOKS,"Corpus Christi, TX DMA"
TX,BROWN,"Abilene - Sweetwater, TX DMA"
TX,BURLESON,"Waco - Temple - Bryan, TX DMA"
TX,BURNET,"Austin, TX DMA"
TX,CALDWELL,"Austin, TX DMA"
TX,CALHOUN,"Houston, TX DMA"
TX,CALLAHAN,"Abilene - Sweetwater, TX DMA"
TX,CAMERON,"Harlingen - Weslaco - Brownsville - McAllen, TX DMA"
TX,CAMP,"Shreveport, LA - AR - OK - TX DMA"
TX,CARSON,"Amarillo, TX -NM - OK DMA"
TX,CASS,"Shreveport, LA - AR - OK - TX DMA"
TX,CASTRO,"Amarillo, TX -NM - OK DMA"
TX,CHAMBERS,"Houston, TX DMA"
TX,CHEROKEE,"Tyler - Longview (Lufkin&Nacogdoches), TX DMA"
TX,CHILDRESS,"Amarillo, TX -NM - OK DMA"
TX,CLAY,"Wichita Falls & Lawton, TX - OK DMA"
TX,COCHRAN,"Lubbock, TX DMA"
TX,COKE,"San Angelo, TX DMA"
TX,COLEMAN,"Abilene - Sweetwater, TX DMA"
TX,COLLIN,"Dallas - Ft. Worth, TX DMA"
TX,COLLINGSWORTH,"Amarillo, TX -NM - OK DMA"
TX,COLORADO,"Houston, TX DMA"
TX,COMAL,"San Antonio, TX DMA"
TX,COMANCHE,"Dallas - Ft. Worth, TX DMA"
TX,CONCHO,"San Angelo, TX DMA"
TX,COOKE,"Dallas - Ft. Worth, TX DMA"
TX,CORYELL,"Waco - Temple - Bryan, TX DMA"
TX,COTTLE,"Amarillo, TX -NM - OK DMA"
TX,CRANE,"Odessa - Midland, TX DMA"
TX,CROCKETT,"San Angelo, TX DMA"
TX,CROSBY,"Lubbock, TX DMA"
TX,CULBERSON,"El Paso, TX - NM DMA"
TX,DALLAM,"Amarillo, TX -NM - OK DMA"
TX,DALLAS,"Dallas - Ft. Worth, TX DMA"
TX,DAWSON,"Lubbock, TX DMA"
TX,DEAF SMITH,"Amarillo, TX -NM - OK DMA"
TX,DELTA,"Dallas - Ft. Worth, TX DMA"
TX,DENTON,"Dallas - Ft. Worth, TX DMA"
TX,DE WITT,"San Antonio, TX DMA"
TX,DICKENS,"Lubbock, TX DMA"
TX,DIMMIT,"San Antonio, TX DMA"
TX,DONLEY,"Amarillo, TX -NM - OK DMA"
TX,DUVAL,"Corpus Christi, TX DMA"
TX,EASTLAND,"Abilene - Sweetwater, TX DMA"
TX,ECTOR,"Odessa - Midland, TX DMA"
TX,EDWARDS,"San Antonio, TX DMA"
TX,ELLIS,"Dallas - Ft. Worth, TX DMA"
TX,EL PASO,"El Paso, TX - NM DMA"
TX,ERATH,"Dallas - Ft. Worth, TX DMA"
TX,FALLS,"Waco - Temple - Bryan, TX DMA"
TX,FANNIN,"Dallas - Ft. Worth, TX DMA"
TX,FAYETTE,"Austin, TX DMA"
TX,FISHER,"Abilene - Sweetwater, TX DMA"
TX,FLOYD,"Lubbock, TX DMA"
TX,FOARD,"Wichita Falls & Lawton, TX - OK DMA"
TX,FORT BEND,"Houston, TX DMA"
TX,FRANKLIN,"Tyler - Longview (Lufkin&Nacogdoches), TX DMA"
TX,FREESTONE,"Dallas - Ft. Worth, TX DMA"
TX,FRIO,"San Antonio, TX DMA"
TX,GAINES,"Lubbock, TX DMA"
TX,GALVESTON,"Houston, TX DMA"
TX,GARZA,"Lubbock, TX DMA"
TX,GILLESPIE,"San Antonio, TX DMA"
TX,GLASSCOCK,"Odessa - Midland, TX DMA"
TX,GOLIAD,"San Antonio, TX DMA"
TX,GONZALES,"San Antonio, TX DMA"
TX,GRAY,"Amarillo, TX -NM - OK DMA"
TX,GRAYSON,"Sherman - Ada, OK - TX DMA"
TX,GREGG,"Tyler - Longview (Lufkin&Nacogdoches), TX DMA"
TX,GRIMES,"Houston, TX DMA"
TX,GUADALUPE,"San Antonio, TX DMA"
TX,HALE,"Lubbock, TX DMA"
TX,HALL,"Amarillo, TX -NM - OK DMA"
TX,HAMILTON,"Dallas - Ft. Worth, TX DMA"
TX,HANSFORD,"Amarillo, TX -NM - OK DMA"
TX,HARDEMAN,"Wichita Falls & Lawton, TX - OK DMA"
TX,HARDIN,"Beaumont - Port Arthur, TX DMA"
TX,HARRIS,"Houston, TX DMA"
TX,HARRISON,"Shreveport, LA - AR - OK - TX DMA"
TX,HARTLEY,"Amarillo, TX -NM - OK DMA"
TX,HASKELL,"Abilene - Sweetwater, TX DMA"
TX,HAYS,"Austin, TX DMA"
TX,HEMPHILL,"Amarillo, TX -NM - OK DMA"
TX,HENDERSON,"Dallas - Ft. Worth, TX DMA"
TX,HIDALGO,"Harlingen - Weslaco - Brownsville - McAllen, TX DMA"
TX,HILL,"Dallas - Ft. Worth, TX DMA"
TX,HOCKLEY,"Lubbock, TX DMA"
TX,HOOD,"Dallas - Ft. Worth, TX DMA"
TX,HOPKINS,"Dallas - Ft. Worth, TX DMA"
TX,HOUSTON,"Tyler - Longview (Lufkin&Nacogdoches), TX DMA"
TX,HOWARD,"Odessa - Midland, TX DMA"
TX,HUDSPETH,"El Paso, TX - NM DMA"
TX,HUNT,"Dallas - Ft. Worth, TX DMA"
TX,HUTCHINSON,"Amarillo, TX -NM - OK DMA"
TX,IRION,"San Angelo, TX DMA"
TX,JACK,"Dallas - Ft. Worth, TX DMA"
TX,JACKSON,"Houston, TX DMA"
TX,JASPER,"Beaumont - Port Arthur, TX DMA"
TX,JEFF DAVIS,"Odessa - Midland, TX DMA"
TX,JEFFERSON,"Beaumont - Port Arthur, TX DMA"
TX,JIM HOGG,"Corpus Christi, TX DMA"
TX,JIM WELLS,"Corpus Christi, TX DMA"
TX,JOHNSON,"Dallas - Ft. Worth, TX DMA"
TX,JONES,"Abilene - Sweetwater, TX DMA"
TX,KARNES,"San Antonio, TX DMA"
TX,KAUFMAN,"Dallas - Ft. Worth, TX DMA"
TX,KENDALL,"San Antonio, TX DMA"
TX,KENEDY,"Corpus Christi, TX DMA"
TX,KENT,"Lubbock, TX DMA"
TX,KERR,"San Antonio, TX DMA"
TX,KIMBLE,"San Angelo, TX DMA"
TX,KING,"Wichita Falls & Lawton, TX - OK DMA"
TX,KINNEY,"San Antonio, TX DMA"
TX,KLEBERG,"Corpus Christi, TX DMA"
TX,KNOX,"Wichita Falls & Lawton, TX - OK DMA"
TX,LAMAR,"Dallas - Ft. Worth, TX DMA"
TX,LAMB,"Lubbock, TX DMA"
TX,LAMPASAS,"Waco - Temple - Bryan, TX DMA"
TX,LA SALLE,"San Antonio, TX DMA"
TX,LAVACA,"San Antonio, TX DMA"
TX,LEE,"Austin, TX DMA"
TX,LEON,"Waco - Temple - Bryan, TX DMA"
TX,LIBERTY,"Houston, TX DMA"
TX,LIMESTONE,"Waco - Temple - Bryan, TX DMA"
TX,LIPSCOMB,"Amarillo, TX -NM - OK DMA"
TX,LIVE OAK,"Corpus Christi, TX DMA"
TX,LLANO,"Austin, TX DMA"
TX,LOVING,"Odessa - Midland, TX DMA"
TX,LUBBOCK,"Lubbock, TX DMA"
TX,LYNN,"Lubbock, TX DMA"
TX,MCCULLOCH,"San Angelo, TX DMA"
TX,MCLENNAN,"Waco - Temple - Bryan, TX DMA"
TX,MCMULLEN,"San Antonio, TX DMA"
TX,MADISON,"Waco - Temple - Bryan, TX DMA"
TX,MARION,"Shreveport, LA - AR - OK - TX DMA"
TX,MARTIN,"Odessa - Midland, TX DMA"
TX,MASON,"Austin, TX DMA"
TX,MATAGORDA,"Houston, TX DMA"
TX,MAVERICK,"San Antonio, TX DMA"
TX,MEDINA,"San Antonio, TX DMA"
TX,MENARD,"San Angelo, TX DMA"
TX,MIDLAND,"Odessa - Midland, TX DMA"
TX,MILAM,"Waco - Temple - Bryan, TX DMA"
TX,MILLS,"Waco - Temple - Bryan, TX DMA"
TX,MITCHELL,"Abilene - Sweetwater, TX DMA"
TX,MONTAGUE,"Dallas - Ft. Worth, TX DMA"
TX,MONTGOMERY,"Houston, TX DMA"
TX,MOORE,"Amarillo, TX -NM - OK DMA"
TX,MORRIS,"Shreveport, LA - AR - OK - TX DMA"
TX,MOTLEY,"Lubbock, TX DMA"
TX,NACOGDOCHES,"Tyler - Longview (Lufkin&Nacogdoches), TX DMA"
TX,NAVARRO,"Dallas - Ft. Worth, TX DMA"
TX,NEWTON,"Beaumont - Port Arthur, TX DMA"
TX,NOLAN,"Abilene - Sweetwater, TX DMA"
TX,NUECES,"Corpus Christi, TX DMA"
TX,OCHILTREE,"Amarillo, TX -NM - OK DMA"
TX,OLDHAM,"Amarillo, TX -NM - OK DMA"
TX,ORANGE,"Beaumont - Port Arthur, TX DMA"
TX,PALO PINTO,"Dallas - Ft. Worth, TX DMA"
TX,PANOLA,"Shreveport, LA - AR - OK - TX DMA"
TX,PARKER,"Dallas - Ft. Worth, TX DMA"
TX,PARMER,"Amarillo, TX -NM - OK DMA"
TX,PECOS,"Odessa - Midland, TX DMA"
TX,POLK,"Houston, TX DMA"
TX,POTTER,"Amarillo, TX -NM - OK DMA"
TX,PRESIDIO,"Odessa - Midland, TX DMA"
TX,RAINS,"Dallas - Ft. Worth, TX DMA"
TX,RANDALL,"Amarillo, TX -NM - OK DMA"
TX,REAGAN,"Odessa - Midland, TX DMA"
TX,REAL,"San Antonio, TX DMA"
TX,RED RIVER,"Shreveport, LA - AR - OK - TX DMA"
TX,REEVES,"Odessa - Midland, TX DMA"
TX,REFUGIO,"Corpus Christi, TX DMA"
TX,ROBERTS,"Amarillo, TX -NM - OK DMA"
TX,ROBERTSON,"Waco - Temple - Bryan, TX DMA"
TX,ROCKWALL,"Dallas - Ft. Worth, TX DMA"
TX,RUNNELS,"Abilene - Sweetwater, TX DMA"
TX,RUSK,"Tyler - Longview (Lufkin&Nacogdoches), TX DMA"
TX,SABINE,"Shreveport, LA - AR - OK - TX DMA"
TX,SAN AUGUSTINE,"Tyler - Longview (Lufkin&Nacogdoches), TX DMA"
TX,SAN JACINTO,"Houston, TX DMA"
TX,SAN PATRICIO,"Corpus Christi, TX DMA"
TX,SAN SABA,"Waco - Temple - Bryan, TX DMA"
TX,SCHLEICHER,"San Angelo, TX DMA"
TX,SCURRY,"Abilene - Sweetwater, TX DMA"
TX,SHACKELFORD,"Abilene - Sweetwater, TX DMA"
TX,SHELBY,"Shreveport, LA - AR - OK - TX DMA"
TX,SHERMAN,"Amarillo, TX -NM - OK DMA"
TX,SMITH,"Tyler - Longview (Lufkin&Nacogdoches), TX DMA"
TX,SOMERVELL,"Dallas - Ft. Worth, TX DMA"
TX,STARR,"Harlingen - Weslaco - Brownsville - McAllen, TX DMA"
TX,STEPHENS,"Abilene - Sweetwater, TX DMA"
TX,STERLING,"San Angelo, TX DMA"
TX,STONEWALL,"Abilene - Sweetwater, TX DMA"
TX,SUTTON,"San Angelo, TX DMA"
TX,SWISHER,"Amarillo, TX -NM - OK DMA"
TX,TARRANT,"Dallas - Ft. Worth, TX DMA"
TX,TAYLOR,"Abilene - Sweetwater, TX DMA"
TX,TERRELL,"Odessa - Midland, TX DMA"
TX,TERRY,"Lubbock, TX DMA"
TX,THROCKMORTON,"Wichita Falls & Lawton, TX - OK DMA"
TX,TITUS,"Shreveport, LA - AR - OK - TX DMA"
TX,TOM GREEN,"San Angelo, TX DMA"
TX,TRAVIS,"Austin, TX DMA"
TX,TRINITY,"Tyler - Longview (Lufkin&Nacogdoches), TX DMA"
TX,TYLER,"Beaumont - Port Arthur, TX DMA"
TX,UPSHUR,"Tyler - Longview (Lufkin&Nacogdoches), TX DMA"
TX,UPTON,"Odessa - Midland, TX DMA"
TX,UVALDE,"San Antonio, TX DMA"
TX,VAL VERDE,"San Antonio, TX DMA"
TX,VAN ZANDT,"Dallas - Ft. Worth, TX DMA"
TX,VICTORIA,"Victoria, TX DMA"
TX,WALKER,"Houston, TX DMA"
TX,WALLER,"Houston, TX DMA"
TX,WARD,"Odessa - Midland, TX DMA"
TX,WASHINGTON,"Houston, TX DMA"
TX,WEBB,"Laredo, TX DMA"
TX,WHARTON,"Houston, TX DMA"
TX,WHEELER,"Amarillo, TX -NM - OK DMA"
TX,WICHITA,"Wichita Falls & Lawton, TX - OK DMA"
TX,WILBARGER,"Wichita Falls & Lawton, TX - OK DMA"
TX,WILLACY,"Harlingen - Weslaco - Brownsville - McAllen, TX DMA"
TX,WILLIAMSON,"Austin, TX DMA"
TX,WILSON,"San Antonio, TX DMA"
TX,WINKLER,"Odessa - Midland, TX DMA"
TX,WISE,"Dallas - Ft. Worth, TX DMA"
TX,WOOD,"Tyler - Longview (Lufkin&Nacogdoches), TX DMA"
TX,YOAKUM,"Lubbock, TX DMA"
TX,YOUNG,"Wichita Falls & Lawton, TX - OK DMA"
TX,ZAPATA,"Laredo, TX DMA"
TX,ZAVALA,"San Antonio, TX DMA"
UT,BEAVER,"Salt Lake City, UT - ID - WY DMA"
UT,BOX ELDER,"Salt Lake City, UT - ID - WY DMA"
UT,CACHE,"Salt Lake City, UT - ID - WY DMA"
UT,CARBON,"Salt Lake City, UT - ID - WY DMA"
UT,DAGGETT,"Salt Lake City, UT - ID - WY DMA"
UT,DAVIS,"Salt Lake City, UT - ID - WY DMA"
UT,DUCHESNE,"Salt Lake City, UT - ID - WY DMA"
UT,EMERY,"Salt Lake City, UT - ID - WY DMA"
UT,GARFIELD,"Salt Lake City, UT - ID - WY DMA"
UT,GRAND,"Salt Lake City, UT - ID - WY DMA"
UT,IRON,"Salt Lake City, UT - ID - WY DMA"
UT,JUAB,"Salt Lake City, UT - ID - WY DMA"
UT,KANE,"Salt Lake City, UT - ID - WY DMA"
UT,MILLARD,"Salt Lake City, UT - ID - WY DMA"
UT,MORGAN,"Salt Lake City, UT - ID - WY DMA"
UT,PIUTE,"Salt Lake City, UT - ID - WY DMA"
UT,RICH,"Salt Lake City, UT - ID - WY DMA"
UT,SALT LAKE,"Salt Lake City, UT - ID - WY DMA"
UT,SAN JUAN,"Salt Lake City, UT - ID - WY DMA"
UT,SANPETE,"Salt Lake City, UT - ID - WY DMA"
